"","X","Name","High.Degree","Longitude","Latitude","Applicants","Admissions","Enrolled","SAT.Reading.25","SAT.Reading.75","SAT.Math.25","SAT.Math.75","ACT.25","ACT.75","Percent.Admitted","Tuition","Tuition.Instate","Tuition.Outstate","State","Region","Control","TEnrollment","Percent.Women","Pecent.Instate","Percent.Outstate","Percent.Foreign","GradRate.4yr","Percent.Finan.Aid"
"516",516,"St John's College","Master's degree",-76.491397,38.981513,342,277,126,NA,NA,NA,NA,NA,NA,81,46296,58630,58630,"Maryland","Mid East","Private not-for-profit",443,45,NA,NA,NA,56,75
"517",517,"Towson University","Doctor's degree",-76.612268,39.393008,17750,10710,2748,490,580,500,590,21,25,60,8342,23166,34844,"Maryland","Mid East","Public",18779,60,74,25,1,40,75
"518",518,"Maryland University of Integrative Health","Master's degree",-76.888025,39.165872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland","Mid East","Private not-for-profit",0,NA,NA,NA,NA,NA,NA
"519",519,"Stevenson University","Master's degree",-76.701247,39.421264,5318,3169,752,440,540,450,560,18,23,60,27082,43556,43556,"Maryland","Mid East","Private not-for-profit",3965,65,NA,NA,NA,42,99
"520",520,"Washington College","Master's degree",-76.06878,39.217329,4786,3185,350,520,640,520,640,24,29,67,41120,54312,54312,"Maryland","Mid East","Private not-for-profit",1483,58,NA,NA,NA,65,93
"521",521,"McDaniel College","Master's degree",-77.001662,39.584879,2942,2232,453,500,600,500,610,21,27,76,36960,48300,48300,"Maryland","Mid East","Private not-for-profit",1692,53,NA,NA,NA,64,99
"522",522,"American International College","Doctor's degree",-72.558507,42.112708,1928,1307,346,390,490,390,500,16,21,68,30040,44900,44900,"Massachusetts","New England","Private not-for-profit",1513,58,NA,NA,NA,28,100
"523",523,"Amherst College","Bachelor's degree",-72.518493,42.372459,7927,1132,466,670,760,680,770,30,34,14,46574,61544,61544,"Massachusetts","New England","Private not-for-profit",1785,50,NA,NA,NA,89,65
"524",524,"Anna Maria College","Master's degree",-71.918961,42.33055,2081,1614,243,NA,NA,NA,NA,NA,NA,78,32134,48146,48146,"Massachusetts","New England","Private not-for-profit",1143,57,76,23,0,43,100
"525",525,"Assumption College","Master's degree",-71.828387,42.295435,4659,3458,502,NA,NA,NA,NA,NA,NA,74,34975,48521,48521,"Massachusetts","New England","Private not-for-profit",2240,61,65,34,1,70,99
"526",526,"Bay Path College","Master's degree",-72.583974,42.055364,908,523,135,430,550,410,540,18,22,58,29959,44559,44559,"Massachusetts","New England","Private not-for-profit",1458,100,62,36,2,46,100
"527",527,"Becker College","Bachelor's degree",-71.811895,42.26918,3936,2462,361,450,550,440,570,19,24,63,31500,47160,47160,"Massachusetts","New England","Private not-for-profit",1902,57,50,50,0,16,100
"528",528,"Bentley University","Doctor's degree",-71.220148,42.388798,7493,3281,974,540,630,600,680,26,30,44,41110,56930,56930,"Massachusetts","New England","Private not-for-profit",4247,40,NA,NA,NA,81,77
"529",529,"Boston College","Doctor's degree",-71.171488,42.337688,24538,7905,2215,620,710,650,740,30,33,32,45622,60706,60706,"Massachusetts","New England","Private not-for-profit",9698,53,NA,NA,NA,89,59
"530",530,"Boston University","Doctor's degree",-71.09984,42.349581,44006,20071,3877,570,670,610,720,26,30,46,44880,61446,61446,"Massachusetts","New England","Private not-for-profit",18165,60,NA,NA,NA,80,62
"531",531,"Brandeis University","Doctor's degree",-71.254716,42.364947,9496,3517,833,600,710,630,760,28,32,37,45856,61070,61070,"Massachusetts","New England","Private not-for-profit",3614,57,20,60,20,86,65
"532",532,"Bridgewater State University","Master's degree",-70.966058,41.987785,5920,4653,1476,440,540,450,550,19,24,79,8053,22753,28893,"Massachusetts","New England","Public",9615,58,95,5,0,29,79
"533",533,"Cambridge College","Doctor's degree",-71.11084,42.369193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13392,NA,NA,"Massachusetts","New England","Private not-for-profit",1050,65,NA,NA,NA,2,33
"534",534,"Clark University","Doctor's degree",-71.823537,42.251064,5551,3416,621,NA,NA,NA,NA,NA,NA,62,39550,48770,48770,"Massachusetts","New England","Private not-for-profit",2380,58,NA,NA,NA,76,89
"535",535,"Curry College","Master's degree",-71.114007,42.240616,6780,4537,643,420,515,420,520,16,20,67,34715,50845,50845,"Massachusetts","New England","Private not-for-profit",2849,63,NA,NA,NA,35,95
"536",536,"Eastern Nazarene College","Master's degree",-71.011238,42.271214,941,525,165,410,550,410,530,17,24,56,27922,38522,38522,"Massachusetts","New England","Private not-for-profit",1321,73,NA,NA,NA,41,100
"537",537,"Emerson College","Master's degree",-71.074037,42.35532,8198,3933,863,590,670,550,650,26,30,48,35730,53554,53554,"Massachusetts","New England","Private not-for-profit",3758,63,21,75,5,80,72
"538",538,"Emmanuel College","Master's degree",-71.103038,42.341191,6623,4006,515,500,590,500,590,21,26,60,34670,51363,51363,"Massachusetts","New England","Private not-for-profit",2176,73,51,48,1,51,99
"539",539,"Endicott College","Doctor's degree",-70.840729,42.554177,3675,2633,629,480,570,500,590,21,25,72,28926,45536,45536,"Massachusetts","New England","Private not-for-profit",2724,60,NA,NA,NA,65,94
"540",540,"Fisher College","Bachelor's degree",-71.074125,42.355253,2412,1513,239,370,460,360,460,NA,NA,63,27575,46840,46840,"Massachusetts","New England","Private not-for-profit",1930,74,NA,NA,NA,4,86
"541",541,"Fitchburg State University","Master's degree",-71.789354,42.589345,3528,2544,759,440,540,450,550,18,22,72,8985,20690,26770,"Massachusetts","New England","Public",4245,56,90,9,0,20,90
"542",542,"Framingham State University","Master's degree",-71.437175,42.297289,5433,2807,826,470,560,480,570,19,25,52,8080,22804,28884,"Massachusetts","New England","Public",4584,63,97,3,0,33,93
"543",543,"Gordon College","Master's degree",-70.819133,42.588173,4009,1657,481,516,653,499,639,22,29,41,33230,44860,44860,"Massachusetts","New England","Private not-for-profit",1710,62,NA,NA,NA,58,99
"544",544,"Hampshire College","Bachelor's degree",-72.532401,42.324772,2856,1819,361,NA,NA,NA,NA,NA,NA,64,46625,60155,60155,"Massachusetts","New England","Private not-for-profit",1492,57,NA,NA,NA,56,88
"545",545,"Harvard University","Doctor's degree",-71.118177,42.374429,35023,2047,1659,700,800,710,800,32,35,6,42292,59950,59950,"Massachusetts","New England","Private not-for-profit",10534,50,NA,NA,NA,87,75
"546",546,"College of the Holy Cross","Bachelor's degree",-71.808627,42.238942,7115,2346,722,NA,NA,NA,NA,NA,NA,33,44272,57832,57832,"Massachusetts","New England","Private not-for-profit",2912,50,36,62,2,89,72
"547",547,"Lasell College","Master's degree",-71.243738,42.342712,3584,2729,485,440,540,440,530,18,23,76,30000,46000,46000,"Massachusetts","New England","Private not-for-profit",1687,64,NA,NA,NA,47,98
"548",548,"Lesley University","Doctor's degree",-71.115601,42.378429,2605,1758,316,490,600,460,570,21,26,67,32375,49765,49765,"Massachusetts","New England","Private not-for-profit",1948,77,NA,NA,NA,35,97
"549",549,"University of Massachusetts-Lowell","Doctor's degree",-71.325081,42.65372,9126,5838,1648,500,600,530,630,22,28,64,12097,24961,39010,"Massachusetts","New England","Public",12734,39,NA,NA,NA,28,90
"550",550,"University of Massachusetts-Amherst","Doctor's degree",-72.52613,42.386105,36012,22665,4672,540,640,570,670,24,29,63,13443,26282,40998,"Massachusetts","New England","Public",22134,49,72,23,4,59,88
"551",551,"University of Massachusetts-Boston","Doctor's degree",-71.038653,42.314541,8170,5834,1413,430,550,470,580,NA,NA,71,11966,NA,NA,"Massachusetts","New England","Public",12366,56,80,4,16,15,80
"552",552,"Massachusetts Institute of Technology","Doctor's degree",-71.092115,42.360095,18989,1548,1115,680,770,750,800,33,35,8,43498,59020,59020,"Massachusetts","New England","Private not-for-profit",4528,45,7,83,10,84,87
"553",553,"Massachusetts Maritime Academy","Master's degree",-70.623953,41.740538,787,608,300,460,550,500,600,20,24,77,7127,22073,36979,"Massachusetts","New England","Public",1376,12,NA,NA,NA,49,89
"554",554,"Merrimack College","Master's degree",-71.124216,42.668352,6314,4963,794,NA,NA,NA,NA,NA,NA,79,35085,49685,49685,"Massachusetts","New England","Private not-for-profit",2758,49,NA,NA,NA,54,96
"555",555,"Mount Holyoke College","Master's degree",-72.573625,42.257588,3732,1747,527,NA,NA,NA,NA,NA,NA,47,41456,55496,55496,"Massachusetts","New England","Private not-for-profit",2183,100,NA,NA,NA,76,79
"556",556,"Mount Ida College","Master's degree",-71.194658,42.293205,2371,1438,307,400,490,390,490,15,20,61,29377,44945,44945,"Massachusetts","New England","Private not-for-profit",1268,66,51,44,5,29,98
"557",557,"Newbury College","Bachelor's degree",-71.142082,42.331032,4915,2926,270,380,480,380,460,NA,NA,60,28950,44550,44550,"Massachusetts","New England","Private not-for-profit",962,56,62,35,3,24,98
"558",558,"Nichols College","Master's degree",-71.929644,42.042462,2499,2011,414,420,500,420,530,19,23,80,32370,46690,46690,"Massachusetts","New England","Private not-for-profit",1281,41,60,38,1,42,91
"559",559,"Massachusetts College of Liberal Arts","Master's degree",-73.1035,42.692427,1689,1135,313,480,580,450,550,20,25,67,8525,21363,30308,"Massachusetts","New England","Public",1538,60,71,29,0,38,97
"560",560,"Northeastern University","Doctor's degree",-71.088782,42.339992,47364,15301,2891,640,730,660,750,30,33,32,41686,58096,58096,"Massachusetts","New England","Private not-for-profit",13223,51,NA,NA,NA,0,77
"561",561,"College of Our Lady of the Elms","Master's degree",-72.601541,42.14179,993,744,198,420,520,400,520,16,22,75,30132,44612,44612,"Massachusetts","New England","Private not-for-profit",1347,76,NA,NA,NA,57,100
"562",562,"Pine Manor College","Master's degree",-71.156973,42.319568,535,343,119,320,440,340,420,NA,NA,64,24930,40870,40870,"Massachusetts","New England","Private not-for-profit",313,85,53,47,0,28,77
"563",563,"Salem State University","Master's degree",-70.889321,42.502879,4855,3364,1095,440,540,450,540,19,24,69,8130,22084,28224,"Massachusetts","New England","Public",7664,61,94,5,2,22,88
"564",564,"Simmons College","Doctor's degree",-71.099967,42.3393,4239,2076,339,520,630,520,620,23,28,49,35380,52610,52610,"Massachusetts","New England","Private not-for-profit",1732,100,55,43,1,66,97
"565",565,"Bard College at Simon's Rock","Bachelor's degree",-73.380008,42.209241,218,201,145,NA,NA,NA,NA,NA,NA,92,46713,61403,61403,"Massachusetts","New England","Private not-for-profit",350,58,15,72,12,NA,84
"566",566,"Smith College","Doctor's degree",-72.638094,42.317933,4403,1897,643,NA,NA,NA,NA,NA,NA,43,43114,60167,60167,"Massachusetts","New England","Private not-for-profit",2606,100,16,64,20,82,73
"567",567,"Springfield College","Doctor's degree",-72.555688,42.105033,2231,1560,513,450,550,470,580,20,25,70,32560,46480,46480,"Massachusetts","New England","Private not-for-profit",2182,48,NA,NA,NA,58,99
"568",568,"University of Massachusetts-Dartmouth","Doctor's degree",-71.005528,41.628861,8063,5816,1443,470,570,490,590,21,25,72,11681,25355,37830,"Massachusetts","New England","Public",7437,48,95,4,0,30,90
"569",569,"Stonehill College","Bachelor's degree",-71.078123,42.061448,6548,4643,610,510,610,520,620,22,28,71,36160,52370,52370,"Massachusetts","New England","Private not-for-profit",2481,62,NA,NA,NA,82,92
"570",570,"Suffolk University","Doctor's degree",-71.061969,42.359088,9275,7652,1188,440,560,450,570,20,25,83,31716,49979,49979,"Massachusetts","New England","Private not-for-profit",5658,55,NA,NA,NA,41,80
"571",571,"Tufts University","Doctor's degree",-71.120641,42.406004,18419,3471,1314,680,750,690,770,30,33,19,46598,61000,61000,"Massachusetts","New England","Private not-for-profit",5180,51,19,69,13,87,44
"572",572,"Wellesley College","Bachelor's degree",-71.307966,42.293765,4765,1387,595,660,760,650,750,29,33,29,43554,59092,59092,"Massachusetts","New England","Private not-for-profit",2474,98,NA,NA,NA,84,68
"573",573,"Wentworth Institute of Technology","Master's degree",-71.094983,42.336632,6146,3541,900,480,580,530,630,21,27,58,29200,46750,46750,"Massachusetts","New England","Private not-for-profit",4012,18,57,36,7,50,99
"574",574,"Western New England University","Doctor's degree",-72.518789,42.115837,5988,4881,697,470,570,490,610,22,26,82,33020,48890,48890,"Massachusetts","New England","Private not-for-profit",2667,40,NA,NA,NA,52,97
"575",575,"Westfield State University","Master's degree",-72.795673,42.131589,5137,3846,1288,450,540,460,550,17,22,75,8694,21296,27376,"Massachusetts","New England","Public",5692,52,NA,NA,NA,44,88
"576",576,"Wheaton College","Bachelor's degree",-71.184167,41.966813,3944,2657,466,NA,NA,NA,NA,NA,NA,67,45074,58574,58574,"Massachusetts","New England","Private not-for-profit",1654,65,NA,NA,NA,71,93
"577",577,"Wheelock College","Master's degree",-71.10582,42.342503,1570,1149,217,440,550,450,540,19,25,73,31880,47870,47870,"Massachusetts","New England","Private not-for-profit",880,88,NA,NA,NA,46,100
"578",578,"Williams College","Master's degree",-73.205888,42.711669,7069,1203,547,670,780,660,780,30,34,17,46600,61850,61850,"Massachusetts","New England","Private not-for-profit",2096,52,10,82,8,90,65
"579",579,"Worcester Polytechnic Institute","Doctor's degree",-71.808792,42.275067,8578,4425,1103,NA,NA,NA,NA,NA,NA,52,42778,58060,58060,"Massachusetts","New England","Private not-for-profit",4134,33,NA,NA,NA,70,98
"580",580,"Worcester State University","Master's degree",-71.844019,42.267534,4149,2515,780,450,550,470,560,20,24,61,8157,22718,28798,"Massachusetts","New England","Public",5556,60,94,4,2,34,88
"581",581,"Adrian College","Master's degree",-84.059947,41.898449,4675,2631,496,400,530,410,440,19,24,56,30758,42740,42740,"Michigan","Great Lakes","Private not-for-profit",1649,49,NA,NA,NA,39,98
"582",582,"Albion College","Bachelor's degree",-84.746088,42.244603,4430,2498,346,520,580,510,590,22,28,56,36051,48195,48195,"Michigan","Great Lakes","Private not-for-profit",1307,49,NA,NA,NA,64,99
"583",583,"Alma College","Bachelor's degree",-84.670073,43.379236,2699,1833,376,460,550,470,630,22,27,68,32660,44287,44287,"Michigan","Great Lakes","Private not-for-profit",1419,55,NA,NA,NA,43,100
"584",584,"Andrews University","Doctor's degree",-86.355149,41.963266,2551,957,388,470,620,450,600,20,26,38,25470,35538,35538,"Michigan","Great Lakes","Private not-for-profit",1905,56,20,60,19,29,100
"585",585,"Aquinas College","Master's degree",-85.626166,42.960449,2789,1990,391,NA,NA,NA,NA,21,26,71,26460,38012,38012,"Michigan","Great Lakes","Private not-for-profit",1863,62,92,8,0,30,99
"586",586,"Baker College of Owosso","Bachelor's degree",-84.170882,42.987045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,20100,20100,"Michigan","Great Lakes","Private not-for-profit",2815,58,NA,NA,NA,2,96
"587",587,"Baker College of Flint","Bachelor's degree",-83.694679,42.974764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8100,20100,20100,"Michigan","Great Lakes","Private not-for-profit",4948,65,NA,NA,NA,0,96
"588",588,"Calvin College","Master's degree",-85.587548,42.929916,4003,2792,1006,518,650,530,660,23,29,70,28250,41195,41195,"Michigan","Great Lakes","Private not-for-profit",3959,55,NA,NA,NA,57,100
"589",589,"Central Michigan University","Doctor's degree",-84.775275,43.591137,19262,12143,2963,450,550,418,563,20,24,63,11220,22004,34454,"Michigan","Great Lakes","Public",20534,56,94,5,0,21,92
"590",590,"Concordia University-Ann Arbor","Master's degree",-83.682676,42.274723,1150,618,188,NA,NA,NA,NA,19,24,54,23563,35693,35693,"Michigan","Great Lakes","Private not-for-profit",584,46,NA,NA,NA,14,100
"591",591,"Davenport University","Master's degree",-85.529655,42.849713,1385,1270,581,NA,NA,NA,NA,NA,NA,92,14096,26872,26872,"Michigan","Great Lakes","Private not-for-profit",7356,62,NA,NA,NA,8,95
"592",592,"University of Detroit Mercy","Doctor's degree",-83.138369,42.417168,3670,2256,481,480,610,500,640,22,28,61,35920,52400,52400,"Michigan","Great Lakes","Private not-for-profit",2888,65,89,6,4,35,99
"593",593,"Eastern Michigan University","Doctor's degree",-83.624499,42.245751,11929,7632,2636,440,570,460,570,19,24,64,9364,20756,36301,"Michigan","Great Lakes","Public",19189,58,84,15,1,12,97
"594",594,"Ferris State University","Doctor's degree",-85.483509,43.687464,10718,8135,2006,NA,NA,NA,NA,19,24,76,10466,21878,28134,"Michigan","Great Lakes","Public",13477,52,90,7,1,23,96
"595",595,"Kettering University","Master's degree",-83.714356,43.013112,2140,1318,372,490,630,540,660,24,29,62,35600,51277,51277,"Michigan","Great Lakes","Private not-for-profit",1684,18,NA,NA,NA,11,100
"596",596,"Grace Bible College","Bachelor's degree",-85.692077,42.919541,346,259,136,NA,NA,NA,NA,NA,NA,75,12235,21949,21949,"Michigan","Great Lakes","Private not-for-profit",579,53,NA,NA,NA,17,100
"597",597,"Cornerstone University","Master's degree",-85.595602,42.979044,2349,1599,362,465,605,445,570,21,26,68,24168,35922,35922,"Michigan","Great Lakes","Private not-for-profit",2200,59,NA,NA,NA,30,98
"598",598,"Grand Valley State University","Doctor's degree",-85.887519,42.965208,18122,14969,4078,470,590,490,620,21,26,83,10716,22432,27104,"Michigan","Great Lakes","Public",21235,58,92,8,1,33,88
"599",599,"Hope College","Bachelor's degree",-86.105376,42.788052,4161,3018,822,520,660,530,680,24,29,73,28720,40050,40050,"Michigan","Great Lakes","Private not-for-profit",3388,60,65,32,2,68,94
"600",600,"Kalamazoo College","Bachelor's degree",-85.601317,42.290382,2528,1691,454,550,670,540,690,25,30,67,39450,50800,50800,"Michigan","Great Lakes","Private not-for-profit",1458,56,NA,NA,NA,72,100
"601",601,"Lake Superior State University","Master's degree",-84.3655,46.491736,1481,1360,418,460,570,490,590,20,25,92,9960,21788,26708,"Michigan","Great Lakes","Public",2429,50,NA,NA,NA,17,97
"602",602,"Lawrence Technological University","Doctor's degree",-83.25003,42.474072,1819,794,341,480,630,550,630,22,28,44,28948,43061,43061,"Michigan","Great Lakes","Private not-for-profit",3033,24,NA,NA,NA,16,86
"603",603,"Madonna University","Doctor's degree",-83.407306,42.386463,1089,667,191,480,630,510,640,19,25,61,16340,27944,27944,"Michigan","Great Lakes","Private not-for-profit",3352,67,NA,NA,NA,31,92
"604",604,"Marygrove College","Master's degree",-83.154109,42.414415,916,859,182,NA,NA,NA,NA,14,18,94,19850,30730,30730,"Michigan","Great Lakes","Private not-for-profit",1041,75,NA,NA,NA,8,99
"605",605,"Rochester College","Master's degree",-83.144959,42.667521,1171,769,149,NA,NA,NA,NA,18,24,66,19920,28890,28890,"Michigan","Great Lakes","Private not-for-profit",1117,60,NA,NA,NA,19,100
"606",606,"University of Michigan-Ann Arbor","Doctor's degree",-83.74313,42.276172,46813,15570,6200,620,720,660,760,28,32,33,13142,26240,53490,"Michigan","Great Lakes","Public",28283,49,59,36,4,76,63
